job_id,company_id,job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg
1263,445,Senior Data Analyst,Senior Data Analyst - Product,"New York, NY",Indeed,Full-time,False,New York,2023-04-22,False,False,United States,year,123700.0,
1264,247,Business Analyst,Business Analyst - Reporting,Anywhere,LinkedIn,Full-time,True,United States,2023-06-27,True,True,United States,year,76200.0,
1265,328,Data Analyst,Data Analyst - Product,Anywhere,Indeed,Full-time,True,Texas,2023-10-04,False,False,United States,year,114000.0,
1266,206,BI Analyst,BI Analyst - Reporting,"New York, NY",Indeed,Full-time,False,New York,2023-02-24,False,True,United States,year,125500.0,
1267,383,BI Analyst,BI Analyst - Operations,Anywhere,Indeed,Part-time,True,New York,2023-10-25,False,False,United States,year,115600.0,
1268,346,Data Analyst,Data Analyst - Operations,Anywhere,LinkedIn,Full-time,True,New York,2023-11-16,False,False,United States,year,,
1269,157,Data Analyst,Data Analyst - Business Intelligence,Anywhere,Job Board,Full-time,True,Illinois,2023-09-13,False,False,United States,year,69500.0,
1270,138,BI Analyst,BI Analyst - Business Intelligence,"San Francisco, CA",Indeed,Full-time,False,California,2023-07-13,False,True,United States,year,73800.0,
1271,349,Financial Analyst,Financial Analyst - Insights,Anywhere,LinkedIn,Contract,True,Texas,2023-09-14,True,True,United States,year,87100.0,
1272,102,Business Analyst,Business Analyst - Insights,"Austin, TX",Company Website,Full-time,False,United States,2023-07-05,True,True,United States,year,116500.0,
1273,78,Data Analyst,Data Analyst - Reporting,Anywhere,Indeed,Full-time,True,Texas,2023-05-05,False,False,United States,year,57600.0,
1274,284,Data Engineer,Data Engineer - Insights,"Boston, MA",Company Website,Full-time,False,Texas,2023-04-17,False,False,United States,year,155900.0,
1275,274,Marketing Analyst,Marketing Analyst - Business Intelligence,Anywhere,Company Website,Full-time,True,California,2023-10-06,False,True,United States,year,63700.0,
1276,440,Data Analyst,Data Analyst - Product,"Boston, MA",Indeed,Full-time,False,United States,2023-05-18,True,False,United States,year,77800.0,
1277,95,Analytics Engineer,Analytics Engineer - Reporting,"San Francisco, CA",Indeed,Full-time,False,Illinois,2023-05-14,False,False,United States,year,163000.0,
1278,52,Business Analyst,Business Analyst - Product,"New York, NY",Indeed,Full-time,False,Illinois,2023-03-07,False,True,United States,year,96500.0,
1279,346,Data Analyst,Data Analyst - Reporting,"Austin, TX",Indeed,Full-time,False,New York,2023-06-28,True,False,United States,year,95300.0,
1280,51,Business Analyst,Business Analyst - Product,"Chicago, IL",Job Board,Full-time,False,California,2023-06-03,True,True,United States,year,,
1281,252,Data Analyst,Data Analyst - Reporting,"Boston, MA",Indeed,Full-time,False,New York,2023-03-20,False,False,United States,year,114900.0,
1282,154,Data Engineer,Data Engineer - Operations,Anywhere,LinkedIn,Full-time,True,United States,2023-08-09,False,False,United States,year,141500.0,
1283,377,Data Analyst,Data Analyst - Reporting,"Boston, MA",Company Website,Full-time,False,United States,2023-08-25,True,True,United States,year,,
1284,91,Financial Analyst,Financial Analyst - Reporting,Anywhere,Job Board,Full-time,True,United States,2023-10-11,True,False,United States,year,72200.0,
1285,377,Product Analyst,Product Analyst - Operations,"Chicago, IL",Indeed,Full-time,False,New York,2023-10-06,True,True,United States,year,86800.0,
1286,360,Business Analyst,Business Analyst - Operations,Anywhere,Company Website,Full-time,True,Texas,2023-05-01,False,False,United States,year,94300.0,
1287,309,Data Analyst,Data Analyst - Operations,"Chicago, IL",Job Board,Full-time,False,Texas,2023-09-23,False,False,United States,year,,
1288,458,Analytics Engineer,Analytics Engineer - Business Intelligence,Anywhere,Company Website,Full-time,True,Illinois,2023-04-18,True,False,United States,year,110000.0,
1289,445,Data Analyst,Data Analyst - Insights,"San Francisco, CA",Job Board,Full-time,False,United States,2023-04-05,False,True,United States,year,,
1290,49,Marketing Analyst,Marketing Analyst - Product,"Boston, MA",LinkedIn,Full-time,False,Illinois,2023-06-01,False,False,United States,year,68600.0,
1291,171,Business Analyst,Business Analyst - Product,Anywhere,Indeed,Full-time,True,Texas,2023-11-16,True,False,United States,year,105900.0,
1292,80,BI Analyst,BI Analyst - Insights,"Austin, TX",Job Board,Full-time,False,California,2023-08-08,False,True,United States,year,70500.0,
1293,172,Data Scientist,Data Scientist - Insights,"New York, NY",Indeed,Full-time,False,United States,2023-10-04,False,True,United States,year,88100.0,
1294,190,Product Analyst,Product Analyst - Product,"San Francisco, CA",LinkedIn,Part-time,False,California,2023-05-12,False,False,United States,year,130800.0,
1295,424,Product Analyst,Product Analyst - Reporting,"Austin, TX",Company Website,Contract,False,California,2023-11-05,True,True,United States,year,131600.0,
1296,32,Product Analyst,Product Analyst - Operations,"San Francisco, CA",Indeed,Full-time,False,New York,2023-07-31,False,True,United States,year,136400.0,
1297,110,Product Analyst,Product Analyst - Product,Anywhere,Company Website,Full-time,True,New York,2023-11-08,False,True,United States,year,89300.0,
1298,374,Marketing Analyst,Marketing Analyst - Business Intelligence,"Austin, TX",Company Website,Full-time,False,California,2023-02-07,True,True,United States,year,111300.0,
1299,77,Data Analyst,Data Analyst - Reporting,"New York, NY",Company Website,Full-time,False,Texas,2023-08-28,True,True,United States,year,79400.0,
1300,269,Business Analyst,Business Analyst - Business Intelligence,Anywhere,LinkedIn,Full-time,True,New York,2023-03-16,False,True,United States,year,65400.0,
1301,209,BI Analyst,BI Analyst - Product,"Boston, MA",Indeed,Full-time,False,Illinois,2023-05-28,False,False,United States,year,109000.0,
1302,466,BI Analyst,BI Analyst - Operations,"New York, NY",Job Board,Full-time,False,United States,2023-09-12,True,True,United States,year,117200.0,
1303,266,Analytics Engineer,Analytics Engineer - Reporting,"Chicago, IL",LinkedIn,Full-time,False,California,2023-05-21,False,False,United States,year,,
1304,496,Product Analyst,Product Analyst - Product,Anywhere,Company Website,Full-time,True,Texas,2023-06-04,False,True,United States,year,82000.0,
1305,376,Data Analyst,Data Analyst - Operations,"San Francisco, CA",Company Website,Full-time,False,California,2023-01-22,False,False,United States,year,96600.0,
1306,183,Data Scientist,Data Scientist - Business Intelligence,"Seattle, WA",Company Website,Full-time,False,Texas,2023-12-16,False,False,United States,year,155100.0,
1307,79,Analytics Engineer,Analytics Engineer - Reporting,"Seattle, WA",LinkedIn,Full-time,False,California,2023-08-19,False,True,United States,year,,
1308,483,Marketing Analyst,Marketing Analyst - Reporting,Anywhere,Job Board,Full-time,True,Texas,2023-12-17,False,False,United States,year,114000.0,
1309,201,Marketing Analyst,Marketing Analyst - Product,"Seattle, WA",Indeed,Contract,False,California,2023-09-24,False,True,United States,year,99200.0,
1310,394,Senior Data Analyst,Senior Data Analyst - Business Intelligence,"Chicago, IL",Job Board,Full-time,False,California,2023-07-29,True,False,United States,year,114300.0,
1311,277,BI Analyst,BI Analyst - Insights,"Chicago, IL",Company Website,Full-time,False,New York,2023-09-18,True,True,United States,year,94900.0,
1312,177,Data Analyst,Data Analyst - Reporting,"Boston, MA",Indeed,Full-time,False,Texas,2023-01-01,True,False,United States,year,,
1313,295,Data Analyst,Data Analyst - Insights,"Austin, TX",Company Website,Full-time,False,California,2023-02-13,False,True,United States,year,82100.0,
1314,100,Analytics Engineer,Analytics Engineer - Operations,Anywhere,Job Board,Full-time,True,New York,2023-08-10,True,True,United States,year,145700.0,
1315,490,Data Analyst,Data Analyst - Business Intelligence,"Seattle, WA",Indeed,Full-time,False,Illinois,2023-02-22,True,False,United States,year,74300.0,
1316,151,Data Analyst,Data Analyst - Business Intelligence,"San Francisco, CA",Company Website,Contract,False,United States,2023-04-17,False,False,United States,year,103800.0,
1317,269,Financial Analyst,Financial Analyst - Operations,"New York, NY",Company Website,Full-time,False,California,2023-09-02,False,False,United States,year,70100.0,
1318,96,Senior Data Analyst,Senior Data Analyst - Product,Anywhere,Indeed,Full-time,True,New York,2023-05-28,True,True,United States,year,131300.0,
1319,257,Business Analyst,Business Analyst - Business Intelligence,Anywhere,Indeed,Full-time,True,Texas,2023-01-10,False,True,United States,year,116600.0,
1320,325,Marketing Analyst,Marketing Analyst - Insights,"Boston, MA",Job Board,Full-time,False,New York,2023-03-30,False,False,United States,year,,
1321,172,Senior Data Analyst,Senior Data Analyst - Product,"Austin, TX",Company Website,Contract,False,Illinois,2023-03-04,True,False,United States,year,,
1322,172,Data Analyst,Data Analyst - Product,"Boston, MA",Indeed,Full-time,False,New York,2023-11-29,True,False,United States,year,115400.0,
1323,450,Financial Analyst,Financial Analyst - Insights,Anywhere,Company Website,Full-time,True,New York,2023-06-11,False,True,United States,year,89800.0,
1324,409,Data Analyst,Data Analyst - Product,Anywhere,Indeed,Full-time,True,New York,2023-02-19,False,True,United States,year,56800.0,
1325,441,Business Analyst,Business Analyst - Insights,Anywhere,Indeed,Full-time,True,United States,2023-08-17,True,False,United States,year,92800.0,
1326,246,Product Analyst,Product Analyst - Product,"Seattle, WA",Job Board,Full-time,False,Texas,2023-01-13,False,True,United States,year,70200.0,
1327,365,Data Analyst,Data Analyst - Business Intelligence,"San Francisco, CA",LinkedIn,Full-time,False,United States,2023-04-06,False,False,United States,year,64500.0,
1328,319,Product Analyst,Product Analyst - Insights,Anywhere,Job Board,Contract,True,California,2023-12-13,True,False,United States,year,72700.0,
1329,271,Data Analyst,Data Analyst - Insights,Anywhere,Job Board,Full-time,True,Illinois,2023-10-08,False,True,United States,year,59200.0,
1330,497,Product Analyst,Product Analyst - Business Intelligence,"San Francisco, CA",Indeed,Full-time,False,Illinois,2023-05-12,True,True,United States,year,73700.0,
1331,372,Data Analyst,Data Analyst - Product,Anywhere,LinkedIn,Contract,True,Texas,2023-04-16,False,False,United States,year,81700.0,
1332,256,Analytics Engineer,Analytics Engineer - Reporting,Anywhere,Indeed,Full-time,True,California,2023-06-09,True,False,United States,year,172600.0,
1333,399,Data Analyst,Data Analyst - Business Intelligence,Anywhere,Job Board,Full-time,True,New York,2023-01-14,True,False,United States,year,91800.0,
1334,96,Data Scientist,Data Scientist - Reporting,Anywhere,LinkedIn,Contract,True,Texas,2023-02-02,False,True,United States,year,170600.0,
1335,133,Data Analyst,Data Analyst - Business Intelligence,Anywhere,Job Board,Full-time,True,New York,2023-05-25,False,True,United States,year,75400.0,
1336,160,Data Analyst,Data Analyst - Operations,"San Francisco, CA",Job Board,Contract,False,United States,2023-11-06,True,True,United States,year,,
1337,414,Business Analyst,Business Analyst - Reporting,"Austin, TX",Indeed,Full-time,False,United States,2023-08-17,False,True,United States,year,111400.0,
1338,7,Senior Data Analyst,Senior Data Analyst - Product,Anywhere,Indeed,Contract,True,Texas,2023-10-14,False,False,United States,year,101900.0,
1339,103,Data Analyst,Data Analyst - Insights,"New York, NY",Job Board,Contract,False,New York,2023-09-03,False,False,United States,year,,
1340,483,Data Analyst,Data Analyst - Operations,"New York, NY",LinkedIn,Full-time,False,Illinois,2023-03-11,False,True,United States,year,58900.0,
1341,257,Data Analyst,Data Analyst - Operations,"San Francisco, CA",Indeed,Full-time,False,California,2023-09-05,False,True,United States,year,76000.0,
1342,130,Financial Analyst,Financial Analyst - Product,"Seattle, WA",LinkedIn,Full-time,False,California,2023-01-29,False,False,United States,year,93500.0,
1343,481,Data Analyst,Data Analyst - Insights,"Seattle, WA",Indeed,Full-time,False,United States,2023-10-27,False,True,United States,year,81400.0,
1344,63,Data Engineer,Data Engineer - Reporting,"Chicago, IL",Job Board,Full-time,False,Texas,2023-03-05,False,False,United States,year,109100.0,
1345,356,Data Analyst,Data Analyst - Reporting,"Seattle, WA",Indeed,Full-time,False,New York,2023-08-07,True,True,United States,year,87500.0,
1346,267,Data Analyst,Data Analyst - Insights,"Boston, MA",LinkedIn,Full-time,False,United States,2023-11-22,False,False,United States,year,,
1347,370,Data Analyst,Data Analyst - Insights,"Chicago, IL",Company Website,Full-time,False,California,2023-06-15,True,False,United States,year,112700.0,
1348,336,Senior Data Analyst,Senior Data Analyst - Operations,"Austin, TX",LinkedIn,Full-time,False,New York,2023-12-02,False,True,United States,year,121000.0,
1349,307,Business Analyst,Business Analyst - Insights,"Seattle, WA",Job Board,Full-time,False,California,2023-11-20,True,True,United States,year,104800.0,
1350,199,Business Analyst,Business Analyst - Insights,"Boston, MA",LinkedIn,Full-time,False,Illinois,2023-10-31,True,True,United States,year,83900.0,
1351,304,Business Analyst,Business Analyst - Business Intelligence,Anywhere,Indeed,Full-time,True,New York,2023-05-09,True,True,United States,year,105300.0,
1352,49,Analytics Engineer,Analytics Engineer - Product,"Boston, MA",Job Board,Part-time,False,California,2023-06-20,True,False,United States,year,,
1353,306,Financial Analyst,Financial Analyst - Product,"New York, NY",Job Board,Full-time,False,United States,2023-02-24,False,True,United States,year,78300.0,
1354,101,Data Analyst,Data Analyst - Operations,Anywhere,Job Board,Full-time,True,California,2023-04-09,False,False,United States,year,,
1355,153,Senior Data Analyst,Senior Data Analyst - Reporting,Anywhere,Job Board,Full-time,True,United States,2023-01-22,False,False,United States,year,118700.0,
1356,353,Data Analyst,Data Analyst - Business Intelligence,Anywhere,LinkedIn,Full-time,True,California,2023-12-06,False,True,United States,year,73300.0,
1357,98,Product Analyst,Product Analyst - Product,"Seattle, WA",Indeed,Full-time,False,New York,2023-10-06,False,True,United States,year,106900.0,
1358,230,Financial Analyst,Financial Analyst - Operations,"Boston, MA",LinkedIn,Full-time,False,United States,2023-07-14,False,True,United States,year,86800.0,
1359,252,Marketing Analyst,Marketing Analyst - Product,"Seattle, WA",Indeed,Full-time,False,Illinois,2023-05-04,True,True,United States,year,58200.0,
1360,401,Data Analyst,Data Analyst - Operations,Anywhere,Job Board,Full-time,True,United States,2023-12-12,False,False,United States,year,90100.0,
1361,467,Business Analyst,Business Analyst - Business Intelligence,"Seattle, WA",LinkedIn,Full-time,False,Illinois,2023-08-21,False,True,United States,year,111900.0,
1362,59,Senior Data Analyst,Senior Data Analyst - Operations,"San Francisco, CA",Job Board,Full-time,False,New York,2023-03-18,True,False,United States,year,80500.0,
1363,202,Data Analyst,Data Analyst - Product,"Boston, MA",LinkedIn,Part-time,False,United States,2023-02-25,False,True,United States,year,105500.0,
1364,455,Business Analyst,Business Analyst - Operations,"San Francisco, CA",Job Board,Full-time,False,California,2023-06-11,False,True,United States,year,73400.0,
1365,40,Data Scientist,Data Scientist - Insights,Anywhere,LinkedIn,Full-time,True,Texas,2023-07-11,False,True,United States,year,,
1366,72,Data Analyst,Data Analyst - Operations,"San Francisco, CA",Company Website,Full-time,False,United States,2023-01-21,False,True,United States,year,,
1367,1,Business Analyst,Business Analyst - Reporting,"Chicago, IL",Company Website,Full-time,False,United States,2023-01-10,True,True,United States,year,109000.0,
1368,365,Data Analyst,Data Analyst - Reporting,"San Francisco, CA",LinkedIn,Full-time,False,New York,2023-10-22,False,False,United States,year,81600.0,
1369,251,Data Scientist,Data Scientist - Operations,Anywhere,Company Website,Full-time,True,Illinois,2023-05-31,False,True,United States,year,,
1370,364,BI Analyst,BI Analyst - Business Intelligence,"New York, NY",Indeed,Full-time,False,Texas,2023-05-23,False,True,United States,year,,
1371,259,Product Analyst,Product Analyst - Product,"Chicago, IL",Company Website,Full-time,False,New York,2023-08-28,True,False,United States,year,117800.0,
1372,47,BI Analyst,BI Analyst - Product,Anywhere,Job Board,Full-time,True,California,2023-09-28,False,False,United States,year,72700.0,
1373,337,Marketing Analyst,Marketing Analyst - Insights,Anywhere,LinkedIn,Full-time,True,New York,2023-04-25,False,True,United States,year,110200.0,
1374,254,Data Engineer,Data Engineer - Business Intelligence,Anywhere,Company Website,Full-time,True,United States,2023-07-24,False,True,United States,year,91500.0,
1375,87,Business Analyst,Business Analyst - Reporting,"New York, NY",Company Website,Full-time,False,Illinois,2023-08-17,True,True,United States,year,93200.0,
1376,71,Product Analyst,Product Analyst - Operations,"New York, NY",Job Board,Full-time,False,Texas,2023-08-07,False,True,United States,year,141100.0,
1377,14,BI Analyst,BI Analyst - Insights,"Chicago, IL",Indeed,Full-time,False,California,2023-01-09,False,True,United States,year,,
1378,99,Product Analyst,Product Analyst - Business Intelligence,"New York, NY",Job Board,Part-time,False,California,2023-07-31,False,False,United States,year,70800.0,
1379,170,Data Analyst,Data Analyst - Insights,"Seattle, WA",Job Board,Full-time,False,California,2023-10-20,False,False,United States,year,,
1380,328,Product Analyst,Product Analyst - Reporting,Anywhere,Job Board,Full-time,True,Texas,2023-02-25,True,False,United States,year,71000.0,
1381,4,Financial Analyst,Financial Analyst - Insights,Anywhere,Job Board,Full-time,True,New York,2023-06-06,True,True,United States,year,110600.0,
1382,68,Data Engineer,Data Engineer - Operations,"Seattle, WA",LinkedIn,Full-time,False,Illinois,2023-12-26,False,True,United States,year,133300.0,
1383,238,Senior Data Analyst,Senior Data Analyst - Insights,"New York, NY",Job Board,Full-time,False,United States,2023-01-09,True,True,United States,year,84300.0,
1384,351,Data Analyst,Data Analyst - Business Intelligence,Anywhere,Job Board,Full-time,True,New York,2023-10-13,False,False,United States,year,112800.0,
1385,403,Marketing Analyst,Marketing Analyst - Reporting,"New York, NY",Company Website,Full-time,False,New York,2023-01-31,False,True,United States,year,56400.0,
1386,190,Senior Data Analyst,Senior Data Analyst - Business Intelligence,"Chicago, IL",LinkedIn,Full-time,False,New York,2023-04-20,False,False,United States,year,115800.0,
1387,468,Data Analyst,Data Analyst - Product,"Austin, TX",Job Board,Full-time,False,Illinois,2023-09-29,False,False,United States,year,84300.0,
1388,166,Data Analyst,Data Analyst - Product,Anywhere,Indeed,Full-time,True,California,2023-12-18,False,False,United States,year,111500.0,
1389,424,Financial Analyst,Financial Analyst - Reporting,Anywhere,LinkedIn,Contract,True,United States,2023-02-20,False,False,United States,year,74600.0,
1390,339,Business Analyst,Business Analyst - Operations,"New York, NY",LinkedIn,Full-time,False,California,2023-03-05,False,True,United States,year,112300.0,
1391,137,Data Analyst,Data Analyst - Product,"Boston, MA",LinkedIn,Full-time,False,United States,2023-11-18,False,True,United States,year,80100.0,
1392,264,Financial Analyst,Financial Analyst - Operations,"New York, NY",Indeed,Full-time,False,United States,2023-12-22,False,True,United States,year,,
1393,175,Data Engineer,Data Engineer - Operations,"Boston, MA",Company Website,Full-time,False,United States,2023-07-01,True,True,United States,year,101200.0,
1394,132,Financial Analyst,Financial Analyst - Insights,Anywhere,LinkedIn,Full-time,True,Illinois,2023-03-15,False,True,United States,year,,
1395,279,Data Analyst,Data Analyst - Product,"San Francisco, CA",LinkedIn,Full-time,False,New York,2023-04-28,False,True,United States,year,92900.0,
1396,103,Business Analyst,Business Analyst - Reporting,Anywhere,Indeed,Full-time,True,Texas,2023-04-07,False,True,United States,year,107900.0,
1397,339,Data Analyst,Data Analyst - Product,Anywhere,Job Board,Full-time,True,Texas,2023-12-09,False,False,United States,year,97100.0,
1398,197,Financial Analyst,Financial Analyst - Insights,"New York, NY",Company Website,Full-time,False,United States,2023-12-05,False,False,United States,year,69700.0,
1399,452,BI Analyst,BI Analyst - Reporting,"New York, NY",LinkedIn,Full-time,False,Texas,2023-12-20,False,True,United States,year,94800.0,
1400,460,Data Analyst,Data Analyst - Business Intelligence,"Austin, TX",Company Website,Full-time,False,New York,2023-12-04,True,False,United States,year,105800.0,
1401,217,Data Analyst,Data Analyst - Insights,"San Francisco, CA",Job Board,Full-time,False,New York,2023-04-30,True,False,United States,year,61700.0,
1402,290,Business Analyst,Business Analyst - Product,"Chicago, IL",Job Board,Full-time,False,Illinois,2023-07-19,True,True,United States,year,66900.0,
1403,51,Product Analyst,Product Analyst - Product,"San Francisco, CA",Indeed,Full-time,False,United States,2023-12-27,False,False,United States,year,137700.0,
1404,48,Data Analyst,Data Analyst - Reporting,"Boston, MA",Job Board,Full-time,False,Illinois,2023-02-25,True,False,United States,year,,
1405,130,Senior Data Analyst,Senior Data Analyst - Insights,"San Francisco, CA",Job Board,Full-time,False,United States,2023-01-21,False,False,United States,year,117100.0,
1406,130,Data Engineer,Data Engineer - Product,"New York, NY",LinkedIn,Full-time,False,United States,2023-04-11,False,False,United States,year,130100.0,
1407,496,Data Analyst,Data Analyst - Business Intelligence,"Seattle, WA",LinkedIn,Full-time,False,New York,2023-05-17,False,False,United States,year,,
1408,497,Business Analyst,Business Analyst - Business Intelligence,"Boston, MA",Indeed,Full-time,False,New York,2023-05-03,False,False,United States,year,122800.0,
1409,466,Business Analyst,Business Analyst - Product,"San Francisco, CA",LinkedIn,Full-time,False,California,2023-08-04,False,True,United States,year,90400.0,
1410,220,Senior Data Analyst,Senior Data Analyst - Insights,"Chicago, IL",Company Website,Full-time,False,Texas,2023-03-09,False,True,United States,year,125800.0,
1411,462,Data Analyst,Data Analyst - Insights,"New York, NY",Company Website,Contract,False,New York,2023-03-23,False,False,United States,year,,
1412,244,Data Analyst,Data Analyst - Operations,Anywhere,Job Board,Full-time,True,Illinois,2023-09-16,False,False,United States,year,119500.0,
1413,359,Data Analyst,Data Analyst - Operations,"Boston, MA",Indeed,Contract,False,California,2023-06-16,True,False,United States,year,,
1414,108,Data Analyst,Data Analyst - Reporting,"Austin, TX",LinkedIn,Full-time,False,New York,2023-11-09,True,True,United States,year,81400.0,
1415,76,Data Analyst,Data Analyst - Product,Anywhere,Job Board,Full-time,True,Texas,2023-11-17,False,False,United States,year,66000.0,
1416,299,Business Analyst,Business Analyst - Reporting,"New York, NY",Company Website,Full-time,False,Illinois,2023-12-18,True,False,United States,year,120600.0,
1417,281,Business Analyst,Business Analyst - Insights,"Chicago, IL",Job Board,Contract,False,California,2023-05-18,False,False,United States,year,,
1418,313,Data Analyst,Data Analyst - Insights,Anywhere,Company Website,Part-time,True,Texas,2023-06-28,True,False,United States,year,66500.0,
1419,175,Data Analyst,Data Analyst - Product,Anywhere,LinkedIn,Full-time,True,New York,2023-12-27,True,True,United States,year,55300.0,
1420,257,Marketing Analyst,Marketing Analyst - Operations,Anywhere,LinkedIn,Full-time,True,United States,2023-05-01,True,True,United States,year,58700.0,
1421,290,Data Scientist,Data Scientist - Reporting,Anywhere,Company Website,Full-time,True,California,2023-01-07,True,False,United States,year,,
1422,387,Data Analyst,Data Analyst - Business Intelligence,Anywhere,Company Website,Part-time,True,California,2023-05-21,False,True,United States,year,71400.0,
1423,319,Product Analyst,Product Analyst - Operations,Anywhere,LinkedIn,Full-time,True,New York,2023-08-31,False,False,United States,year,120300.0,
1424,391,Data Analyst,Data Analyst - Product,"Seattle, WA",Indeed,Full-time,False,California,2023-08-18,False,False,United States,year,79100.0,
1425,495,Analytics Engineer,Analytics Engineer - Operations,"Seattle, WA",Company Website,Full-time,False,California,2023-11-26,False,False,United States,year,,
1426,357,Business Analyst,Business Analyst - Product,Anywhere,Company Website,Full-time,True,California,2023-07-11,False,True,United States,year,116300.0,
1427,97,Analytics Engineer,Analytics Engineer - Reporting,"Seattle, WA",Indeed,Full-time,False,New York,2023-07-09,True,True,United States,year,142900.0,
1428,169,Marketing Analyst,Marketing Analyst - Product,"Boston, MA",Indeed,Contract,False,Illinois,2023-05-25,False,False,United States,year,,
1429,422,Business Analyst,Business Analyst - Insights,"Chicago, IL",LinkedIn,Full-time,False,New York,2023-05-26,False,False,United States,year,114600.0,
1430,119,Marketing Analyst,Marketing Analyst - Insights,"Chicago, IL",LinkedIn,Full-time,False,Illinois,2023-06-10,False,True,United States,year,69900.0,
1431,385,Product Analyst,Product Analyst - Insights,Anywhere,Company Website,Full-time,True,United States,2023-02-15,False,True,United States,year,114500.0,
1432,159,Data Analyst,Data Analyst - Operations,Anywhere,Indeed,Full-time,True,New York,2023-12-18,True,False,United States,year,98500.0,
1433,251,BI Analyst,BI Analyst - Operations,"Seattle, WA",Job Board,Full-time,False,United States,2023-10-22,False,False,United States,year,124200.0,
1434,172,Data Analyst,Data Analyst - Product,"New York, NY",Company Website,Full-time,False,United States,2023-01-04,True,True,United States,year,109600.0,
1435,404,Financial Analyst,Financial Analyst - Product,"Boston, MA",Indeed,Full-time,False,United States,2023-07-05,True,False,United States,year,99700.0,
1436,194,Financial Analyst,Financial Analyst - Product,Anywhere,Job Board,Full-time,True,New York,2023-04-25,False,False,United States,year,83500.0,
1437,70,Data Analyst,Data Analyst - Business Intelligence,"San Francisco, CA",Job Board,Full-time,False,New York,2023-03-16,False,False,United States,year,83600.0,
1438,431,Data Analyst,Data Analyst - Insights,Anywhere,Company Website,Full-time,True,Texas,2023-02-19,False,True,United States,year,113100.0,
1439,139,Analytics Engineer,Analytics Engineer - Operations,"New York, NY",LinkedIn,Full-time,False,United States,2023-10-12,True,False,United States,year,130700.0,
1440,285,Senior Data Analyst,Senior Data Analyst - Operations,"New York, NY",Job Board,Contract,False,New York,2023-09-11,True,False,United States,year,,
1441,86,Data Scientist,Data Scientist - Insights,"San Francisco, CA",Job Board,Full-time,False,California,2023-05-06,False,False,United States,year,150500.0,
1442,27,Product Analyst,Product Analyst - Reporting,"Boston, MA",Job Board,Full-time,False,California,2023-06-14,False,True,United States,year,71000.0,
1443,470,Data Scientist,Data Scientist - Business Intelligence,Anywhere,Indeed,Full-time,True,Texas,2023-04-19,True,False,United States,year,133200.0,
1444,389,Business Analyst,Business Analyst - Product,"Chicago, IL",LinkedIn,Full-time,False,California,2023-07-20,False,False,United States,year,,
1445,443,BI Analyst,BI Analyst - Operations,"San Francisco, CA",Company Website,Full-time,False,Texas,2023-06-25,True,False,United States,year,,
1446,282,Financial Analyst,Financial Analyst - Product,"Boston, MA",Company Website,Full-time,False,New York,2023-06-05,False,True,United States,year,,
1447,93,Business Analyst,Business Analyst - Product,"Seattle, WA",Job Board,Full-time,False,Illinois,2023-10-31,False,True,United States,year,108900.0,
1448,298,Data Analyst,Data Analyst - Insights,"Boston, MA",Company Website,Full-time,False,Illinois,2023-08-12,False,True,United States,year,69700.0,
1449,53,Financial Analyst,Financial Analyst - Insights,"Boston, MA",Indeed,Full-time,False,United States,2023-11-20,False,True,United States,year,,
1450,479,Data Engineer,Data Engineer - Operations,"San Francisco, CA",LinkedIn,Full-time,False,New York,2023-04-25,False,True,United States,year,184800.0,
1451,351,Data Scientist,Data Scientist - Reporting,Anywhere,Company Website,Full-time,True,United States,2023-07-23,False,True,United States,year,111100.0,
1452,177,Business Analyst,Business Analyst - Operations,Anywhere,Indeed,Full-time,True,California,2023-04-24,True,True,United States,year,,
1453,462,Data Scientist,Data Scientist - Business Intelligence,"Seattle, WA",Indeed,Contract,False,Texas,2023-04-27,False,False,United States,year,124500.0,
1454,225,Business Analyst,Business Analyst - Operations,Anywhere,Indeed,Full-time,True,Texas,2023-09-14,True,False,United States,year,96300.0,
1455,365,Business Analyst,Business Analyst - Operations,"Boston, MA",Company Website,Full-time,False,United States,2023-05-23,False,True,United States,year,97900.0,
1456,153,Marketing Analyst,Marketing Analyst - Reporting,"Seattle, WA",Job Board,Full-time,False,United States,2023-07-21,False,False,United States,year,,
1457,1,Financial Analyst,Financial Analyst - Business Intelligence,Anywhere,Company Website,Full-time,True,Illinois,2023-02-22,True,False,United States,year,,
1458,92,Data Scientist,Data Scientist - Reporting,"New York, NY",Job Board,Full-time,False,California,2023-03-29,True,True,United States,year,156600.0,
1459,145,Business Analyst,Business Analyst - Operations,"New York, NY",Indeed,Full-time,False,Illinois,2023-03-27,False,False,United States,year,92300.0,
1460,48,BI Analyst,BI Analyst - Insights,"Chicago, IL",Job Board,Full-time,False,New York,2023-09-18,False,False,United States,year,88800.0,
1461,202,Business Analyst,Business Analyst - Insights,"Austin, TX",Company Website,Full-time,False,United States,2023-05-07,True,False,United States,year,120700.0,
1462,249,Marketing Analyst,Marketing Analyst - Product,Anywhere,Indeed,Full-time,True,United States,2023-04-06,False,False,United States,year,69500.0,
1463,432,Analytics Engineer,Analytics Engineer - Reporting,"Chicago, IL",Indeed,Full-time,False,California,2023-03-23,False,False,United States,year,,
